Sentence,Word,Named Entity
24,#CIA,B-ORG
24,.,O
24,Armenia,B-GPE
24,must,O
24,pull,O
24,itself,O
24,together,O
24,and,O
24,apologize,O
24,for,O
24,its,O
24,#history,O
24,and,O
24,the,O
24,lies,O
24,it,O
24,promotes,O
24,.,O
25,Hire,O
25,our,O
25,legit,O
25,services,O
25,in,O
25,;,O
25,#Math,O
25,#Chem,O
25,.,O
26,#Essay,O
26,due,O
26,.,O
27,#Paper,O
27,write,O
27,#English,O
27,#Paper,O
27,pay,O
27,.,O
28,#Someone,O
28,help,O
28,paper,O
28,#Case,O
28,study,O
28,#essaypay,O
28,#Online,O
28,class,O
28,#Religion,O
28,#book,O
28,review,O
28,#Assignment,O
28,#Chemistry,O
28,#History,O
28,Kindly,O
28,dm,O
28,us,O
28,rn,O
28,@superb_writings,B-ORG
29,Photo,O
29,By,O
29,ArtTower,B-PER
29,|,I-PER
29,Pixabay,I-PER
29,#vintagecar,O
29,#classicautomobile,O
29,#style,O
29,#americanhistory,O
29,#history,O
29,#sketching,O
29,#cartechnology,O
29,#cardesign,O
29,https://t.co/jUZS9TzpoE,O
30,#FalseFlag=#FalseProphets,O
30,NO,O
30,#God,O
30,NO,O
30,#humans,O
30,#colonized,O
30,#white\xc3\x97#POC,O
30,#AlienSINwonderLAND,O
30,#SlaveTrade,O
30,NO,O
30,#Heritage'#History,O
30,#honorThy,O
30,#FATHER'#Name*#Land,O
30,OUR,O
30,#Mothers'#PRIDE,O
30,Our,O
30,#Fathers'#MadeForYOUAndME,O
30,In,O
30,#God's,O
30,#NAME,O
30,#FREE,O
30,For,O
30,Thy,O
30,#SAKE,O
30,O'#USA&amp,B-GPE
30,;'#HumanRace,B-ORG
30,https://t.co/baxlXdYwd5,O
31,Kindly,O
31,dm,O
31,if,O
31,you,O
31,need,O
31,help,O
31,.,O
31,#assignments,O
31,#Essaydue,O
31,#Essays,O
31,#philosophy,O
31,#Psychology,O
31,#homework,O
31,#ethics,O
31,#history,O
31,#English,O
31,#essaypay,O
31,#presentations,O
31,#dissertation,O
31,#essaypay,O
31,#Powerpoint,O
31,College,O
31,course,O
31,@writershub027,B-PER
32,Every,O
32,Australian,B-LOC
32,town,I-LOC
32,has,O
32,incredible,O
32,royal,O
32,history,O
32,.,O
33,Here's,O
33,the,O
33,story,O
33,of,O
33,just,O
33,one,B-LOC
33,of,I-LOC
33,those,I-LOC
33,towns,I-LOC
33,.,O
33,#royalvisits,O
33,#metaldetecting,O
33,#history,O
33,#historyoutthere,O
33,https://t.co/gcSCfUricO,O
34,Big,O
34,tweet,O
34,out,O
34,to,O
34,my,B-PER
34,sister,I-PER
34,who,I-PER
34,queued,I-PER
34,and,I-PER
34,lived,I-PER
34,a,I-PER
34,part,I-PER
34,in,I-PER
34,history,I-PER
34,.,O
35,Very,O
35,proud,O
35,of,O
35,you,O
35,Karen,B-PER
35,\xf0\x9f\x91\x8f,O
35,#QueenelizabethII,B-PER
35,#history,O
35,#family,O
35,https://t.co/5D29khNdMV,O
36,PAY,O
36,US,O
36,TO,O
36,HELP,O
36,IN,O
36,YOUR,O
36,DUE,O
36,Homework,O
36,Assignments,O
36,Essay,O
36,Exams,O
36,Online,O
36,classes,O
36,WhatsApp,O
36,+1(551)292-7202,O
36,https://t.co/MmQQtVS7o6,O
36,DISCORD,O
36,SERVER,O
36,https://t.co/2Dkrufn2kB,O
36,#Chemistry,O
36,#Physics,O
36,#Geography,O
36,#Biology,O
36,#Maths,O
36,#English,O
36,#History,O
36,#USA,B-GPE
36,#UAE,B-GPE
36,#Canada,B-GPE
36,#UK,B-GPE
36,#Australia,B-GPE
36,#Kuwait,B-GPE
37,PAY,O
37,US,O
37,TO,O
37,HELP,O
37,IN,O
37,YOUR,O
37,DUE,O
37,Homework,O
37,Assignments,O
37,Essay,O
37,Exams,O
37,Online,O
37,classes,O
37,WhatsApp,O
37,+1(551)292-7202,O
37,https://t.co/MmQQtVS7o6,O
37,DISCORD,O
37,SERVER,O
37,https://t.co/2Dkrufn2kB,O
37,#History,O
37,#Sociology,O
37,#Philosophy,O
37,#Psychology,O
37,#Astronomy,O
37,#Geology,O
37,#law,O
37,#USA,B-GPE
37,#UAE,B-GPE
37,#Canada,B-GPE
37,#UK,B-GPE
37,#Australia,B-GPE
37,#Kuwait,B-GPE
38,Kindly,O
38,dm,O
38,if,O
38,you,O
38,need,O
38,help,O
38,.,O
38,#assignments,O
38,#Essaydue,O
38,#Essays,O
38,#philosophy,O
38,#Psychology,O
38,#homework,O
38,#ethics,O
38,#history,O
38,#English,O
38,#essaypay,O
38,#presentations,O
38,#dissertation,O
38,#essaypay,O
38,#Powerpoint,O
38,College,O
38,course,O
38,@graciepapers,B-PER
39,Kindly,O
39,dm,O
39,if,O
39,you,O
39,need,O
39,help,O
39,.,O
39,#assignments,O
39,#Essaydue,O
39,#Essays,O
39,#philosophy,O
39,#Psychology,O
39,#homework,O
39,#ethics,O
39,#history,O
39,#English,O
39,#essaypay,O
39,#presentations,O
39,#dissertation,O
39,#essaypay,O
39,#Powerpoint,O
39,College,O
39,course,O
40,@domsarz,B-PER
40,@MrMattSavage,B-PER
40,The,O
40,history,O
40,of,O
40,white,B-PER
40,people,I-PER
40,as,O
40,colonists,B-PER
40,",",O
40,slave,B-PER
40,owners,I-PER
40,",",O
40,leading,O
40,lynch,O
40,mobs,O
40,",",O
40,championing,O
40,Jim,B-PER
40,Crow,I-PER
40,and,O
40,developing,O
40,systems,O
40,of,O
40,institutionalized,O
40,racism,O
40,are,O
40,all,O
40,facts,O
40,in,O
40,evidence,O
40,.,O
41,Not,O
41,claiming,O
41,or,O
41,denying,O
41,your,O
41,history,O
41,doesn\xe2\x80\x99t,O
41,make,O
41,it,O
41,go,O
41,away,O
41,.,O
41,#criticalracetheory,O
41,is,O
41,#history,O
41,.,O
42,Pretty,O
42,interesting,O
42,interview,O
42,by,O
42,@NickCannon,B-PER
42,and,O
42,@IAmKRSOne,B-PER
42,.,O
42,#NickCannon,B-PER
42,#interview,O
42,#History,O
42,#krsone,B-PER
42,#share,O
42,#RETWEEET,O
42,#SaturdayNight,O
42,#godisgood,O
42,https://t.co/TTnBmVkZpG,O
43,I've,O
43,noticed,O
43,a,O
43,very,O
43,large,O
43,amount,O
43,of,O
43,traffic,O
43,visiting,O
43,my,O
43,site,O
43,via,O
43,Bing,B-ORG
43,search,O
43,",",O
43,compared,O
43,to,O
43,Google,B-ORG
43,.,O
44,Anyone,B-PER
44,who,I-PER
44,owns,I-PER
44,a,I-PER
44,website,I-PER
44,or,I-PER
44,blog,I-PER
44,",",O
44,a,O
44,good,O
44,tip,O
44,is,O
44,to,O
44,upload,O
44,your,O
44,sitemap,O
44,and,O
44,SEO,O
44,settings,O
44,to,O
44,Bing,B-ORG
44,search,O
44,engine,O
44,.,O
44,#DailyTips,O
44,#Bing,B-ORG
44,#Google,B-ORG
44,#History,O
44,#Website,O
44,#Bloggers,O
44,#NotAnAd,O
45,Louis,B-PER
45,the,I-PER
45,Great\'s,I-PER
45,daughter,I-PER
45,Mary,I-PER
45,was,O
45,crowned,O
45,King,B-PER
45,of,I-PER
45,#Hungary,I-PER
45,OTD,O
45,in,O
45,1382,O
45,https://t.co/aZcYiqKvTm,O
45,#travel,O
45,#history,O
46,Kindly,O
46,hmu,O
46,for,O
46,quality,O
46,grades,O
46,.,O
46,#essay,O
46,#homework,O
46,#assignment,O
46,#hw,O
46,#math,O
46,#chem,O
46,#biology,O
46,#onlineclass,O
46,#English,O
46,#mymathlab,O
46,#nursing,O
46,#labreport,O
46,#economics,O
46,#history,O
46,#sociology,O
46,#psychology,O
46,#dissertations,O
46,Dm,O
46,https://t.co/KxSMPy4Btk,O
47,Hire,O
47,our,O
47,legit,O
47,services,O
47,in,O
47,;,O
47,#Math,O
47,#Chem,O
47,.,O
48,#Essay,O
48,due,O
48,#Paper,O
48,write,O
48,#English,O
48,#Paper,O
48,pay,O
48,.,O
48,#Someone,O
48,help,O
48,paper,O
48,#Case,O
48,study,O
48,#essaypay,O
48,#Do,O
48,my,O
48,homework,O
48,#Online,O
48,class,O
48,#Religion,O
48,#book,O
48,review,O
48,#Assignment,O
48,#Chemistry,O
48,#History,O
48,Kindly,O
48,dm,O
48,us,O
48,rn,O
49,Hire,O
49,us,O
49,to,O
49,do,O
49,your,O
49,;,O
49,#Essays,O
49,#Test,O
49,#Anatomy,O
49,#English,O
49,#Programming,O
49,#Exams,O
49,#Political,O
49,science,O
49,#Finance,O
49,#Accounting,O
49,#History,O
49,#Projects,O
49,#Economics,O
49,#Business,O
49,#Statistics,O
49,#Calculus,O
49,#Quizzes,O
49,#Discussions,O
49,#Psychology,O
49,#Computer,O
49,#Theology,O
49,#movie,O
49,review,O
49,#Criminology,O
49,#Excel,O
49,https://t.co/k2TUP6OIFF,O
50,Hire,O
50,our,O
50,legit,O
50,services,O
50,in,O
50,;,O
50,#Math,O
50,#Chem,O
50,.,O
51,#Essay,O
51,due,O
51,.,O
52,.....,O
52,.,O
53,#Paper,O
53,write,O
53,#English,O
53,#Paper,O
53,pay,O
53,.,O
54,#Someone,O
54,help,O
54,paper,O
54,#Case,O
54,study,O
54,#essaypay,O
54,#Online,O
54,class,O
54,#Religion,O
54,#book,O
54,review,O
54,.,O
54,.,O
54,#Assignment,O
54,#Chemistry,O
54,#History,O
54,Kindly,O
54,dm,O
54,us,O
54,rn,O
55,Hire,O
55,our,O
55,legit,O
55,services,O
55,in,O
55,;,O
55,#Math,O
55,#Chem,O
55,.,O
56,#Essay,O
56,due,O
56,#Paper,O
56,write,O
56,#English,O
56,#Paper,O
56,pay,O
56,.,O
57,#Someone,O
57,help,O
57,paper,O
57,#Case,O
57,study,O
57,#essaypay,O
57,.........,O
57,.,O
57,#Online,O
57,class,O
57,#Religion,O
57,#book,O
57,review,O
57,.,O
57,.,O
57,#Assignment,O
57,#Chemistry,O
57,#History,O
57,Kindly,O
57,dm,O
57,us,O
57,rn,O
58,Hire,O
58,our,O
58,legit,O
58,services,O
58,in,O
58,;,O
58,#Math,O
58,#Chem,O
58,.,O
59,#Essay,O
59,due,O
59,#Paper,O
59,write,O
59,#English,O
59,#Paper,O
59,pay,O
59,.,O
60,#Someone,O
60,help,O
60,paper,O
60,#Case,O
60,study,O
60,#essaypay,O
60,#Online,O
60,class,O
60,.......,O
60,.,O
61,#Religion,O
61,#book,O
61,review,O
61,.,O
61,.,O
61,#Assignment,O
61,#Chemistry,O
61,#History,O
61,Kindly,O
61,dm,O
61,us,O
61,rn,O
62,On,O
62,this,O
62,day,O
62,in,O
62,1901,O
62,",",O
62,the,O
62,first,O
62,scheduled,O
62,train,B-VEH
62,to,O
62,carry,O
62,paying,B-PER
62,passengers,I-PER
62,on,O
62,the,O
62,Grand,B-ORG
62,Canyon,I-ORG
62,Railway,I-ORG
62,arrived,O
62,at,O
62,the,O
62,Grand,B-LOC
62,Canyon,I-LOC
62,South,I-LOC
62,Rim,I-LOC
62,.,O
63,Your,B-PER
63,students,I-PER
63,can,O
63,learn,O
63,more,O
63,about,O
63,the,O
63,Grand,B-LOC
63,Canyon,I-LOC
63,with,O
63,our,O
63,line,O
63,of,O
63,products,O
63,!,O
63,https://t.co/bFJdeplIhn,O
63,#history,O
63,#trains,B-VEH
63,#grandcanyon,B-LOC
63,https://t.co/7jVHHATBPD,O
64,Hire,O
64,our,O
64,legit,O
64,services,O
64,in,O
64,;,O
64,#Math,O
64,#Chem,O
64,.,O
65,#Essay,O
65,due,O
65,#Paper,O
65,write,O
65,#English,O
65,#Paper,O
65,pay,O
65,.,O
66,#Someone,O
66,help,O
66,paper,O
66,#Case,O
66,study,O
66,#essaypay,O
66,#Online,O
66,class,O
66,#Religion,O
66,#book,O
66,review........,O
66,...,O
66,#Assignment,O
66,#Chemistry,O
66,#History,O
66,Kindly,O
66,dm,O
66,us,O
66,rn,O
67,Hire,O
67,our,O
67,legit,O
67,services,O
67,in,O
67,;,O
67,#Math,O
67,#Chem,O
67,.,O
68,#Essay,O
68,due,O
68,#Paper,O
68,write,O
68,#English,O
68,#Paper,O
68,pay,O
68,.,O
69,#Someone,O
69,help,O
69,paper,O
69,#Case,O
69,study,O
69,#essaypay,O
69,#Online,O
69,class,O
69,#Religion,O
69,#book,O
69,review,O
69,.,O
69,.,O
70,#Assignment,O
70,#Chemistry.....,O
70,.,O
71,#History,O
71,Kindly,O
71,dm,O
71,us,O
71,rn,O
72,Hire,O
72,our,O
72,legit,O
72,services,O
72,in,O
72,;,O
72,#Math,O
72,#Chem,O
72,.,O
73,#Essay,O
73,due,O
73,#Paper,O
73,write,O
73,#English,O
73,#Paper,O
73,pay,O
73,.,O
74,#Someone,O
74,help,O
74,paper,O
74,#Case,O
74,study,O
74,#essaypay,O
74,#Online,O
74,class,O
74,#Religion,O
74,#book,O
74,review,O
74,.,O
74,.,O
75,#Assignment,O
75,#Chemistry,O
75,#History,O
75,Kindly,O
75,dm,O
75,us,O
75,rn.....,O
75,.,O
76,Hire,O
76,our,O
76,legit,O
76,services,O
76,in,O
76,;,O
76,#Math,O
76,#Chem,O
76,.,O
77,#Essay,O
77,due,O
77,#Paper,O
77,write,O
77,#English,O
77,#Paper,O
77,pay,O
77,.,O
78,#Someone,O
78,help,O
78,paper,O
78,#Case,O
78,study,O
78,#essaypay,O
78,#Online,O
78,class,O
78,#Religion,O
78,#book,O
78,review,O
78,.,O
78,.,O
79,#Assignment,O
79,#Chemistry,O
79,#History,O
79,Kindly,O
79,dm,O
79,us,O
79,rn,O
80,Today,O
80,#OTD,O
80,I,O
80,would,O
80,usually,O
80,post,O
80,about,O
80,the,O
80,anniversary,O
80,of,O
80,the,O
80,death,O
80,of,O
80,my,B-PER
80,great,I-PER
80,grandmother,I-PER
80,who,I-PER
80,was,I-PER
80,killed,I-PER
80,during,I-PER
80,the,I-PER
80,bombing,I-PER
80,of,I-PER
80,Mokot\xc3\xb3w,I-PER
80,.,O
81,However,O
81,",",O
81,I,O
81,found,O
81,new,O
81,evidence,O
81,during,O
81,my,O
81,research,O
81,that,O
81,today,O
81,was,O
81,not,O
81,the,O
81,actual,O
81,day,O
81,she,B-PER
81,died,O
81,but,O
81,a,O
81,few,O
81,days,O
81,later,O
81,.,O
81,#watchthisspace,O
81,#History,O
82,Morse,O
82,code,O
82,operation,O
82,#Video,O
82,of,O
82,NW7US,O
82,@,O
82,#radio,O
82,https://t.co/69t1LbyGSd,O
82,#CW,O
82,#SKCC,O
82,#history,O
82,#Morsecode,O
82,#spacewx,O
82,#hamr,O
82,#swl,O
83,Morse,O
83,code,O
83,operation,O
83,#Video,O
83,of,O
83,NW7US,O
83,@,O
83,#radio,O
83,https://t.co/WML0dOC5r8,O
83,#CW,O
83,#SKCC,O
83,#history,O
83,#Morsecode,O
83,#spacewx,O
83,#hamr,O
83,#swl,O
84,There\'s,O
84,a,O
84,lot,O
84,to,O
84,be,O
84,learned,O
84,within,O
84,this,O
84,wonderful,O
84,read,O
84,!,O
85,Grab,O
85,a,O
85,copy,O
85,of,O
85,Apocalypse...Whenever,O
85,now,O
85,.,O
85,#politics,O
85,#apocalypse,O
85,#socialscience,O
85,#history,O
85,#nonfiction,O
85,@kenmooney,B-PER
85,Buy,O
85,Now,O
85,--&gt,O
85,;,O
85,https://t.co/jPlUbW5Hjp,O
85,https://t.co/pSVCsXhsYD,O
86,English,B-PER
86,architect,I-PER
86,and,I-PER
86,archaeologist,I-PER
86,Charles,I-PER
86,Robert,I-PER
86,Cockerell,I-PER
86,",",O
86,who,O
86,died,O
86,OTD,O
86,in,O
86,1863,O
86,",",O
86,left,O
86,on,O
86,a,O
86,3-year,O
86,Grand,O
86,Tour,O
86,to,O
86,be,O
86,spent,O
86,mostly,O
86,in,O
86,#Greece,B-GPE
86,;,O
86,it,O
86,ended,O
86,up,O
86,lasting,O
86,7,O
86,years,O
86,https://t.co/2PO9EA87Sl,O
86,#travel,O
86,#history,O
87,Get,O
87,online,O
87,class,O
87,homework,O
87,",",O
87,assignment,O
87,exam,O
87,help,O
87,math,O
87,#pay,O
87,essay,O
87,#pay,O
87,homework,O
87,#pay,O
87,assignment,O
87,#pay,O
87,hw,O
87,#biology,O
87,#pay,O
87,online,O
87,class,O
87,#nursing,O
87,#lab,O
87,report,O
87,#economics,O
87,#history,O
87,.,O
87,#sociology,O
87,#Eassy,O
87,pay,O
87,#Eassy,O
87,Due,O
87,#USA,B-GPE
87,#Canada,B-GPE
87,#Australia,B-GPE
87,#Newzealand,B-GPE
87,#UnitedKingdom,B-GPE
87,#UAE,B-GPE
87,#Kuwait,B-GPE
87,#Germany,B-GPE
87,https://t.co/0rONmsSH5b,O
88,I,O
88,do,O
88,think,O
88,more,O
88,#humans,O
88,should,O
88,focus,O
88,on,O
88,studying,O
88,#science,O
88,rather,O
88,than,O
88,#history,O
88,\xe2\x80\xa6,O
88,though,O
88,both,O
88,are,O
88,important,O
89,Get,O
89,online,O
89,class,O
89,homework,O
89,",",O
89,assignment,O
89,exam,O
89,help,O
89,math,O
89,#pay,O
89,essay,O
89,#pay,O
89,homework,O
89,#pay,O
89,assignment,O
89,#pay,O
89,hw,O
89,#biology,O
89,#pay,O
89,online,O
89,class,O
89,#nursing,O
89,#lab,O
89,report,O
89,#economics,O
89,#history,O
89,.,O
89,#sociology,O
89,#Eassy,O
89,pay,O
89,#Eassy,O
89,Due,O
89,#USA,B-GPE
89,#Canada,B-GPE
89,#Australia,B-GPE
89,#Newzealand,B-GPE
89,#UnitedKingdom,B-GPE
89,#UAE,B-GPE
89,#Kuwait,B-GPE
89,#Germany,B-GPE
89,https://t.co/pIHQB77YPL,O
90,Get,O
90,online,O
90,class,O
90,homework,O
90,",",O
90,assignment,O
90,exam,O
90,help,O
90,math,O
90,#pay,O
90,essay,O
90,#pay,O
90,homework,O
90,#pay,O
90,assignment,O
90,#pay,O
90,hw,O
90,#biology,O
90,#pay,O
90,online,O
90,class,O
90,#nursing,O
90,#lab,O
90,report,O
90,#economics,O
90,#history,O
90,.,O
90,#sociology,O
90,#Eassy,O
90,pay,O
90,#Eassy,O
90,Due,O
90,#USA,B-GPE
90,#Canada,B-GPE
90,#Australia,B-GPE
90,#Newzealand,B-GPE
90,#UnitedKingdom,B-GPE
90,#UAE,B-GPE
90,#Kuwait,B-GPE
90,#Germany,B-GPE
90,https://t.co/pUevcFQilT,O
91,Get,O
91,online,O
91,class,O
91,homework,O
91,",",O
91,assignment,O
91,exam,O
91,help,O
91,math,O
91,#pay,O
91,essay,O
91,#pay,O
91,homework,O
91,#pay,O
91,assignment,O
91,#pay,O
91,hw,O
91,#biology,O
91,#pay,O
91,online,O
91,class,O
91,#nursing,O
91,#lab,O
91,report,O
91,#economics,O
91,#history,O
91,.,O
91,#sociology,O
91,#Eassy,O
91,pay,O
91,#Eassy,O
91,Due,O
91,#USA,B-GPE
91,#Canada,B-GPE
91,#Australia,B-GPE
91,#Newzealand,B-GPE
91,#UnitedKingdom,B-GPE
91,#UAE,B-GPE
91,#Kuwait,B-GPE
91,#Germany,B-GPE
91,https://t.co/yrqoZhTR6D,O
92,A,O
92,great,O
92,museum,B-FAC
92,to,O
92,visit,O
92,while,O
92,in,O
92,Boston,B-GPE
92,#art,O
92,#boston,B-GPE
92,#mass,I-GPE
92,#history,O
92,#finearts,O
92,@,O
92,Museum,B-FAC
92,of,I-FAC
92,Fine,I-FAC
92,Arts,I-FAC
92,",",O
92,Boston,B-GPE
92,https://t.co/RbNl860g4u,O
93,Get,O
93,online,O
93,class,O
93,homework,O
93,",",O
93,assignment,O
93,exam,O
93,help,O
93,math,O
93,#pay,O
93,essay,O
93,#pay,O
93,homework,O
93,#pay,O
93,assignment,O
93,#pay,O
93,hw,O
93,#biology,O
93,#pay,O
93,online,O
93,class,O
93,#nursing,O
93,#lab,O
93,report,O
93,#economics,O
93,#history,O
93,.,O
93,#sociology,O
93,#Eassy,O
93,pay,O
93,#Eassy,O
93,Due,O
93,#USA,B-GPE
93,#Canada,B-GPE
93,#Australia,B-GPE
93,#Newzealand,B-GPE
93,#UnitedKingdom,B-GPE
93,#UAE,B-GPE
93,#Kuwait,B-GPE
93,#Russia,B-GPE
93,https://t.co/eXb5bUcN1Q,O
94,Agios,B-LOC
94,Lavrentios:,I-LOC
94,The,O
94,Village,B-LOC
94,Untouched,O
94,by,O
94,Time,O
94,https://t.co/tqAAe43GhD,O
94,via,O
94,@greekcitytimes,B-ORG
94,#greece,B-GPE
94,#greek,B-GPE
94,#travel,O
94,#pelion,O
94,#History,O
