Sentence,Word,Named Entity
3,the,I-FAC
3,hearing,I-FAC
3,of,I-FAC
3,music,I-FAC
3,.,O
4,It,O
4,was,O
4,Madame,B-PER
4,Nilsson,I-PER
4,'s,O
4,first,O
4,appearance,O
4,that,O
4,winter,O
4,",",O
4,and,O
4,what,O
4,the,B-PER
4,daily,I-PER
4,press,I-PER
4,had,O
4,already,O
4,learned,O
4,to,O
4,describe,O
4,as,O
4,"""",O
4,an,B-PER
4,exceptionally,I-PER
4,brilliant,I-PER
4,audience,I-PER
4,"""",O
4,had,O
4,gathered,O
4,to,O
4,hear,O
4,her,O
4,",",O
4,transported,O
4,through,O
4,the,O
4,slippery,O
4,",",O
4,snowy,O
4,streets,O
4,in,O
4,private,B-VEH
4,broughams,I-VEH
4,",",O
4,in,O
4,the,B-VEH
4,spacious,I-VEH
4,family,I-VEH
4,landau,I-VEH
4,",",O
4,or,O
4,in,O
4,the,B-VEH
4,humbler,I-VEH
4,but,I-VEH
4,more,I-VEH
4,convenient,I-VEH
4,"""",I-VEH
4,Brown,I-VEH
4,coupe,I-VEH
4,.,O
4,"""",O
5,To,O
5,come,O
5,to,O
5,the,B-FAC
5,Opera,I-FAC
5,in,O
5,a,B-VEH
5,Brown,I-VEH
5,coupe,I-VEH
5,was,O
5,almost,O
5,as,O
5,honourable,O
5,a,O
5,way,O
5,of,O
5,arriving,O
5,as,O
5,in,O
5,one,B-VEH
5,'s,I-VEH
5,own,I-VEH
5,carriage,I-VEH
5,;,O
5,and,O
5,departure,O
5,by,O
5,the,B-VEH
5,same,I-VEH
5,means,I-VEH
5,had,O
5,the,O
5,immense,O
5,advantage,O
5,of,O
5,enabling,O
5,one,O
5,(,O
5,with,O
5,a,O
5,playful,O
5,allusion,O
5,to,O
5,democratic,O
5,principles,O
5,),O
5,to,O
5,scramble,O
5,into,O
5,the,B-VEH
5,first,I-VEH
5,Brown,I-VEH
5,conveyance,I-VEH
5,in,I-VEH
5,the,I-VEH
5,line,I-VEH
5,",",O
5,instead,O
5,of,O
5,waiting,O
5,till,O
5,the,O
5,cold-and-gin,O
5,congested,O
5,nose,O
5,of,O
5,one,B-PER
5,'s,I-PER
5,own,I-PER
5,coachman,I-PER
5,gleamed,O
5,under,O
5,the,B-FAC
5,portico,I-FAC
5,of,I-FAC
5,the,I-FAC
5,Academy,I-FAC
5,.,O
6,It,O
6,was,O
6,one,O
6,of,O
6,the,B-PER
6,great,I-PER
6,livery-stableman,I-PER
6,'s,O
6,most,O
6,masterly,O
6,intuitions,O
6,to,O
6,have,O
6,discovered,O
6,that,O
6,Americans,B-PER
6,want,O
6,to,O
6,get,O
6,away,O
6,from,O
6,amusement,O
6,even,O
6,more,O
6,quickly,O
6,than,O
6,they,O
6,want,O
6,to,O
6,get,O
6,to,O
6,it,O
6,.,O
7,When,O
7,Newland,B-PER
7,Archer,I-PER
7,opened,O
7,the,O
7,door,O
7,at,O
7,the,B-FAC
7,back,I-FAC
7,of,I-FAC
7,the,I-FAC
7,club,I-FAC
7,box,I-FAC
7,the,O
7,curtain,O
7,had,O
7,just,O
7,gone,O
7,up,O
7,on,O
7,the,O
7,garden,O
7,scene,O
7,.,O
8,There,O
8,was,O
8,no,O
8,reason,O
8,why,O
8,the,B-PER
8,young,I-PER
8,man,I-PER
8,should,O
8,not,O
8,have,O
8,come,O
8,earlier,O
8,",",O
8,for,O
8,he,O
8,had,O
8,dined,O
8,at,O
8,seven,O
8,",",O
8,alone,O
8,with,O
8,his,B-PER
8,mother,I-PER
8,and,O
8,sister,B-PER
8,",",O
8,and,O
8,had,O
8,lingered,O
8,afterward,O
8,over,O
8,a,O
8,cigar,O
8,in,O
8,the,B-FAC
8,Gothic,I-FAC
8,library,I-FAC
8,with,O
8,glazed,O
8,black-walnut,O
8,bookcases,O
8,and,O
8,finial-topped,O
8,chairs,O
8,which,O
8,was,O
8,the,B-FAC
8,only,I-FAC
8,room,I-FAC
8,in,I-FAC
8,the,I-FAC
8,house,I-FAC
8,where,I-FAC
8,Mrs.,I-FAC
8,Archer,I-FAC
8,allowed,I-FAC
8,smoking,I-FAC
8,.,O
9,But,O
9,",",O
9,in,O
9,the,O
9,first,O
9,place,O
9,",",O
9,New,B-GPE
9,York,I-GPE
9,was,O
9,a,B-GPE
9,metropolis,I-GPE
9,",",O
9,and,O
9,perfectly,O
9,aware,O
9,that,O
9,in,O
9,metropolises,B-GPE
9,it,O
9,was,O
9,"""",O
9,not,O
9,the,O
9,thing,O
9,"""",O
9,to,O
9,arrive,O
9,early,O
9,at,O
9,the,B-FAC
9,opera,I-FAC
9,;,O
9,and,O
9,what,O
9,was,O
9,or,O
9,was,O
9,not,O
9,"""",O
9,the,O
9,thing,O
9,"""",O
9,played,O
9,a,O
9,part,O
9,as,O
9,important,O
9,in,O
9,Newland,B-GPE
9,Archer,I-GPE
9,'s,I-GPE
9,New,I-GPE
9,York,I-GPE
9,as,O
9,the,O
9,inscrutable,O
9,totem,O
9,terrors,O
9,that,O
9,had,O
9,ruled,O
9,the,O
9,destinies,O
9,of,O
9,his,B-PER
9,forefathers,I-PER
9,thousands,O
9,of,O
9,years,O
9,ago,O
9,.,O
10,The,O
10,second,O
10,reason,O
10,for,O
10,his,O
10,delay,O
10,was,O
10,a,O
10,personal,O
10,one,O
10,.,O
11,He,O
11,had,O
11,dawdled,O
11,over,O
11,his,O
11,cigar,O
11,because,O
11,he,O
11,was,O
11,at,O
11,heart,O
11,a,B-PER
11,dilettante,I-PER
11,",",O
11,and,O
11,thinking,O
11,over,O
11,a,O
11,pleasure,O
11,to,O
11,come,O
11,often,O
11,gave,O
11,him,O
11,a,O
11,subtler,O
11,satisfaction,O
11,than,O
11,its,O
11,realisation,O
11,.,O
12,This,O
12,was,O
12,especially,O
12,the,O
12,case,O
12,when,O
12,the,O
12,pleasure,O
12,was,O
12,a,O
12,delicate,O
12,one,O
12,",",O
12,as,O
12,his,O
12,pleasures,O
12,mostly,O
12,were,O
12,;,O
12,and,O
12,on,O
12,this,O
12,occasion,O
12,the,O
12,moment,O
12,he,O
12,looked,O
12,forward,O
12,to,O
12,was,O
12,so,O
12,rare,O
12,and,O
12,exquisite,O
12,in,O
12,quality,O
12,that,O
12,--,O
12,well,O
12,",",O
12,if,O
12,he,O
12,had,O
12,timed,O
12,his,O
12,arrival,O
12,in,O
12,accord,O
12,with,O
12,the,B-PER
12,prima,I-PER
12,donna,I-PER
12,'s,I-PER
12,stage-manager,I-PER
12,he,O
12,could,O
12,not,O
12,have,O
12,entered,O
12,the,B-FAC
12,Academy,I-FAC
12,at,O
12,a,O
12,more,O
12,significant,O
12,moment,O
12,than,O
12,just,O
12,as,O
12,she,O
12,was,O
12,singing,O
12,:,O
12,"""",O
12,He,O
12,loves,O
12,me,O
12,--,O
12,he,O
12,loves,O
12,me,O
12,not,O
12,--,O
12,HE,O
12,LOVES,O
12,ME,O
12,!,O
13,--,O
13,"""",O
13,and,O
13,sprinkling,O
13,the,O
13,falling,O
13,daisy,O
13,petals,O
13,with,O
13,notes,O
13,as,O
13,clear,O
13,as,O
13,dew,O
13,.,O
14,She,O
14,sang,O
14,",",O
14,of,O
14,course,O
14,",",O
14,"""",O
14,M'ama,O
14,!,O
14,"""",O
15,and,O
15,not,O
15,"""",O
15,he,O
15,loves,O
15,me,O
15,",",O
15,"""",O
15,since,O
15,an,O
15,unalterable,O
15,and,O
15,unquestioned,O
15,law,O
15,of,O
15,the,O
15,musical,O
15,world,O
15,required,O
15,that,O
15,the,O
15,German,O
15,text,O
15,of,O
15,French,O
15,operas,O
15,sung,O
15,by,O
15,Swedish,B-PER
15,artists,I-PER
15,should,O
15,be,O
15,translated,O
15,into,O
15,Italian,O
15,for,O
15,the,O
15,clearer,O
15,understanding,O
15,of,O
15,English-speaking,B-PER
15,audiences,I-PER
15,.,O
16,This,O
16,seemed,O
16,as,O
16,natural,O
16,to,O
16,Newland,B-PER
16,Archer,I-PER
16,as,O
16,all,O
16,the,O
16,other,O
16,conventions,O
16,on,O
16,which,O
16,his,O
16,life,O
16,was,O
16,moulded,O
16,:,O
16,such,O
16,as,O
16,the,O
16,duty,O
16,of,O
16,using,O
16,two,O
16,silver-backed,O
16,brushes,O
16,with,O
16,his,O
16,monogram,O
16,in,O
16,blue,O
16,enamel,O
16,to,O
16,part,O
16,his,O
16,hair,O
16,",",O
16,and,O
16,of,O
16,never,O
16,appearing,O
16,in,O
16,society,O
16,without,O
16,a,O
16,flower,O
16,(,O
16,preferably,O
16,a,O
16,gardenia,O
16,),O
16,in,O
16,his,O
16,buttonhole,O
16,.,O
17,"""",O
17,M'ama,O
17,...,O
17,non,O
17,m,O
17,',O
17,ama,O
17,...,O
17,"""",O
17,the,B-PER
17,prima,I-PER
17,donna,I-PER
17,sang,O
17,",",O
17,and,O
17,"""",O
17,M'ama,O
17,!,O
17,"""",O
18,",",O
18,with,O
18,a,O
18,final,O
18,burst,O
18,of,O
18,love,O
18,triumphant,O
18,",",O
18,as,O
18,she,O
18,pressed,O
18,the,O
18,dishevelled,O
18,daisy,O
18,to,O
18,her,O
18,lips,O
18,and,O
18,lifted,O
18,her,O
18,large,O
18,eyes,O
18,to,O
18,the,O
18,sophisticated,O
18,countenance,O
18,of,O
18,the,B-PER
18,little,I-PER
18,brown,I-PER
18,Faust-Capoul,I-PER
18,",",O
18,who,O
18,was,O
18,vainly,O
18,trying,O
18,",",O
18,in,O
18,a,O
18,tight,O
18,purple,O
18,velvet,O
18,doublet,O
18,and,O
18,plumed,O
18,cap,O
18,",",O
18,to,O
18,look,O
18,as,O
18,pure,O
18,and,O
18,true,O
18,as,O
18,his,B-PER
18,artless,I-PER
18,victim,I-PER
18,.,O
19,Newland,B-PER
19,Archer,I-PER
19,",",O
19,leaning,O
19,against,O
19,the,O
19,wall,O
19,at,O
19,the,B-FAC
19,back,I-FAC
19,of,I-FAC
19,the,I-FAC
19,club,I-FAC
19,box,I-FAC
19,",",O
19,turned,O
19,his,O
19,eyes,O
19,from,O
19,the,O
19,stage,O
19,and,O
19,scanned,O
19,the,B-FAC
19,opposite,I-FAC
19,side,I-FAC
19,of,I-FAC
19,the,I-FAC
19,house,I-FAC
19,.,O
20,Directly,O
20,facing,O
20,him,O
20,was,O
20,the,B-FAC
20,box,I-FAC
20,of,I-FAC
20,old,I-FAC
20,Mrs.,I-FAC
20,Manson,I-FAC
20,Mingott,I-FAC
20,",",O
20,whose,O
20,monstrous,O
20,obesity,O
20,had,O
20,long,O
20,since,O
20,made,O
20,it,O
20,impossible,O
20,for,O
20,her,O
20,to,O
20,attend,O
20,the,B-FAC
20,Opera,I-FAC
20,",",O
20,but,O
20,who,O
20,was,O
20,always,O
20,represented,O
20,on,O
20,fashionable,O
20,nights,O
20,by,O
20,some,O
20,of,O
20,the,B-PER
20,younger,I-PER
20,members,I-PER
20,of,I-PER
20,the,I-PER
20,family,I-PER
20,.,O
21,On,O
21,this,O
21,occasion,O
21,",",O
21,the,B-FAC
21,front,I-FAC
21,of,I-FAC
21,the,I-FAC
21,box,I-FAC
21,was,O
21,filled,O
21,by,O
21,her,B-PER
21,daughter-in-law,I-PER
21,",",O
21,Mrs.,B-PER
21,Lovell,I-PER
21,Mingott,I-PER
21,",",O
21,and,O
21,her,B-PER
21,daughter,I-PER
21,",",O
21,Mrs.,B-PER
21,Welland,I-PER
21,;,O
21,and,O
21,slightly,O
21,withdrawn,O
21,behind,O
21,these,B-PER
21,brocaded,I-PER
21,matrons,I-PER
21,sat,O
21,a,B-PER
21,young,I-PER
21,girl,I-PER
21,in,I-PER
21,white,I-PER
21,with,I-PER
21,eyes,I-PER
21,ecstatically,I-PER
21,fixed,I-PER
21,on,I-PER
21,the,I-PER
21,stagelovers,I-PER
21,.,O
22,As,O
22,Madame,B-PER
22,Nilsson,I-PER
22,'s,O
22,"""",O
22,M'ama,O
22,!,O
22,"""",O
23,thrilled,O
23,out,O
23,above,O
23,the,B-FAC
23,silent,I-FAC
23,house,I-FAC
23,(,O
23,the,B-PER
23,boxes,I-PER
23,always,O
23,stopped,O
23,talking,O
23,during,O
23,the,O
23,Daisy,O
23,Song,O
23,),O
23,a,O
23,warm,O
23,pink,O
23,mounted,O
23,to,O
23,the,B-PER
23,girl,I-PER
23,'s,O
23,cheek,O
23,",",O
23,mantled,O
23,her,O
23,brow,O
23,to,O
23,the,O
23,roots,O
23,of,O
23,her,O
23,fair,O
23,braids,O
23,",",O
23,and,O
23,suffused,O
23,the,O
23,young,O
23,slope,O
23,of,O
23,her,O
23,breast,O
23,to,O
23,the,O
23,line,O
23,where,O
23,it,O
23,met,O
23,a,O
23,modest,O
23,tulle,O
23,tucker,O
23,fastened,O
23,with,O
23,a,O
23,single,O
23,gardenia,O
23,.,O
24,She,O
24,dropped,O
24,her,O
24,eyes,O
24,to,O
24,the,O
24,immense,O
24,bouquet,O
24,of,O
24,lilies-of-the-valley,O
24,on,O
24,her,O
24,knee,O
24,",",O
24,and,O
24,Newland,B-PER
24,Archer,I-PER
24,saw,O
24,her,O
24,white-gloved,O
24,finger-tips,O
24,touch,O
24,the,O
24,flowers,O
24,softly,O
24,.,O
25,He,O
25,drew,O
25,a,O
25,breath,O
25,of,O
25,satisfied,O
25,vanity,O
25,and,O
25,his,O
25,eyes,O
25,returned,O
25,to,O
25,the,O
25,stage,O
25,.,O
26,No,O
26,expense,O
26,had,O
26,been,O
26,spared,O
26,on,O
26,the,O
26,setting,O
26,",",O
26,which,O
26,was,O
26,acknowledged,O
26,to,O
26,be,O
26,very,O
26,beautiful,O
26,even,O
26,by,O
26,people,B-PER
26,who,I-PER
26,shared,I-PER
26,his,I-PER
26,acquaintance,I-PER
26,with,I-PER
26,the,I-PER
26,Opera,I-PER
26,houses,I-PER
26,of,I-PER
26,Paris,I-PER
26,and,I-PER
26,Vienna,I-PER
26,.,O
27,The,O
27,foreground,O
27,",",O
27,to,O
27,the,O
27,footlights,O
27,",",O
27,was,O
27,covered,O
27,with,O
27,emerald,O
27,green,O
27,cloth,O
27,.,O
28,In,O
28,the,O
28,middle,O
28,distance,O
28,symmetrical,O
28,mounds,O
28,of,O
28,woolly,O
28,green,O
28,moss,O
28,bounded,O
28,by,O
28,croquet,O
28,hoops,O
28,formed,O
28,the,O
28,base,O
28,of,O
28,shrubs,O
28,shaped,O
28,like,O
28,orange-trees,O
28,but,O
28,studded,O
28,with,O
28,large,O
28,pink,O
28,and,O
28,red,O
28,roses,O
28,.,O
29,Gigantic,O
29,pansies,O
29,",",O
29,considerably,O
29,larger,O
29,than,O
29,the,O
29,roses,O
29,",",O
29,and,O
29,closely,O
29,resembling,O
29,the,O
29,floral,O
29,pen-wipers,O
29,made,O
29,by,O
29,female,B-PER
29,parishioners,I-PER
29,for,O
29,fashionable,B-PER
29,clergymen,I-PER
29,",",O
29,sprang,O
29,from,O
29,the,O
29,moss,O
29,beneath,O
29,the,O
29,rose-trees,O
29,;,O
29,and,O
29,here,O
29,and,O
29,there,O
29,a,O
29,daisy,O
29,grafted,O
29,on,O
29,a,O
29,rose-branch,O
29,flowered,O
29,with,O
29,a,O
29,luxuriance,O
29,prophetic,O
29,of,O
29,Mr.,B-PER
29,Luther,I-PER
29,Burbank,I-PER
29,'s,I-PER
29,far-off,I-PER
29,prodigies,I-PER
29,.,O
30,In,O
30,the,B-FAC
30,centre,I-FAC
30,of,I-FAC
30,this,I-FAC
30,enchanted,I-FAC
30,garden,I-FAC
30,Madame,B-PER
30,Nilsson,I-PER
30,",",O
30,in,O
30,white,O
30,cashmere,O
30,slashed,O
30,with,O
30,pale,O
30,blue,O
30,satin,O
30,",",O
30,a,O
30,reticule,O
30,dangling,O
30,from,O
30,a,O
30,blue,O
30,girdle,O
30,",",O
30,and,O
30,large,O
30,yellow,O
30,braids,O
30,carefully,O
30,disposed,O
30,on,O
30,each,O
30,side,O
30,of,O
30,her,O
30,muslin,O
30,chemisette,O
30,",",O
30,listened,O
30,with,O
30,downcast,O
30,eyes,O
30,to,O
30,M.,B-PER
30,Capoul,I-PER
30,'s,O
30,impassioned,O
30,wooing,O
30,",",O
30,and,O
30,affected,O
30,a,O
30,guileless,O
30,incomprehension,O
30,of,O
30,his,O
30,designs,O
30,whenever,O
30,",",O
30,by,O
30,word,O
30,or,O
30,glance,O
30,",",O
30,he,O
30,persuasively,O
30,indicated,O
30,the,O
30,ground,O
30,floor,O
30,window,O
30,of,O
30,the,B-FAC
30,neat,I-FAC
30,brick,I-FAC
30,villa,I-FAC
30,projecting,I-FAC
30,obliquely,I-FAC
30,from,I-FAC
30,the,I-FAC
30,right,I-FAC
30,wing,I-FAC
30,.,O
31,"""",O
31,The,O
31,darling,O
31,!,O
31,"""",O
32,thought,O
32,Newland,B-PER
32,Archer,I-PER
32,",",O
32,his,O
32,glance,O
32,flitting,O
32,back,O
32,to,O
32,the,B-PER
32,young,I-PER
32,girl,I-PER
32,with,I-PER
32,the,I-PER
32,lilies-of-the-valley,I-PER
32,.,O
33,"""",O
33,She,O
33,does,O
33,n't,O
33,even,O
33,guess,O
33,what,O
33,it,O
33,'s,O
33,all,O
33,about,O
33,.,O
33,"""",O
34,And,O
34,he,O
34,contemplated,O
34,her,O
34,absorbed,O
34,young,O
34,face,O
34,with,O
34,a,O
34,thrill,O
34,of,O
34,possessorship,O
34,in,O
34,which,O
34,pride,O
34,in,O
34,his,O
34,own,O
34,masculine,O
34,initiation,O
34,was,O
34,mingled,O
34,with,O
34,a,O
34,tender,O
34,reverence,O
34,for,O
34,her,O
34,abysmal,O
34,purity,O
34,.,O
35,"""",O
35,We,O
35,'ll,O
35,read,O
35,Faust,B-PER
35,together,O
35,...,O
35,by,O
35,the,B-LOC
35,Italian,I-LOC
35,lakes,I-LOC
35,...,O
35,"""",O
35,he,O
35,thought,O
35,",",O
35,somewhat,O
35,hazily,O
35,confusing,O
35,the,O
35,scene,O
35,of,O
35,his,O
35,projected,O
35,honey-moon,O
35,with,O
35,the,O
35,masterpieces,O
35,of,O
35,literature,O
35,which,O
35,it,O
35,would,O
35,be,O
35,his,O
35,manly,O
35,privilege,O
35,to,O
35,reveal,O
35,to,O
35,his,B-PER
35,bride,I-PER
35,.,O
36,It,O
36,was,O
36,only,O
36,that,O
36,afternoon,O
36,that,O
36,May,B-PER
36,Welland,I-PER
36,had,O
36,let,O
36,him,O
36,guess,O
36,that,O
36,she,O
36,"""",O
36,cared,O
36,"""",O
36,(,O
36,New,B-GPE
36,York,I-GPE
36,'s,O
36,consecrated,O
36,phrase,O
36,of,O
36,maiden,O
36,avowal,O
36,),O
36,",",O
36,and,O
36,already,O
36,his,O
36,imagination,O
36,",",O
36,leaping,O
36,ahead,O
36,of,O
36,the,O
36,engagement,O
36,ring,O
36,",",O
36,the,O
36,betrothal,O
36,kiss,O
36,and,O
36,the,O
36,march,O
36,from,O
36,Lohengrin,O
36,",",O
36,pictured,O
36,her,O
36,at,O
36,his,O
36,side,O
36,in,O
36,some,O
36,scene,O
36,of,O
36,old,O
36,European,O
36,witchery,O
36,.,O
37,He,O
37,did,O
37,not,O
37,in,O
37,the,O
37,least,O
37,wish,O
37,the,B-PER
37,future,I-PER
37,Mrs.,I-PER
37,Newland,I-PER
37,Archer,I-PER
37,to,O
37,be,O
37,a,B-PER
37,simpleton,I-PER
37,.,O
38,He,O
38,meant,O
38,her,O
38,(,O
38,thanks,O
38,to,O
38,his,O
38,enlightening,O
38,companionship,O
38,),O
38,to,O
38,develop,O
38,a,O
38,social,O
38,tact,O
38,and,O
38,readiness,O
38,of,O
38,wit,O
38,enabling,O
38,her,O
38,to,O
38,hold,O
38,her,O
38,own,O
38,with,O
38,the,B-PER
38,most,I-PER
38,popular,I-PER
38,married,I-PER
38,women,I-PER
38,of,I-PER
38,the,I-PER
38,"""",I-PER
38,younger,I-PER
38,set,I-PER
38,",",O
38,"""",O
38,in,O
38,which,O
38,it,O
38,was,O
38,the,O
38,recognised,O
38,custom,O
38,to,O
38,attract,O
38,masculine,O
38,homage,O
38,while,O
38,playfully,O
38,discouraging,O
38,it,O
38,.,O
39,If,O
39,he,O
39,had,O
39,probed,O
39,to,O
39,the,O
39,bottom,O
39,of,O
39,his,O
39,vanity,O
39,(,O
39,as,O
39,he,O
39,sometimes,O
39,nearly,O
39,did,O
39,),O
39,he,O
39,would,O
39,have,O
39,found,O
39,there,O
39,the,O
39,wish,O
39,that,O
39,his,B-PER
39,wife,I-PER
39,should,O
39,be,O
39,as,O
39,worldly-wise,O
39,and,O
39,as,O
39,eager,O
39,to,O
39,please,O
39,as,O
39,the,B-PER
39,married,I-PER
39,lady,I-PER
39,whose,I-PER
39,charms,I-PER
39,had,I-PER
39,held,I-PER
39,his,I-PER
39,fancy,I-PER
39,through,I-PER
39,two,I-PER
39,mildly,I-PER
39,agitated,I-PER
39,years,I-PER
39,;,O
39,without,O
39,",",O
39,of,O
39,course,O
39,",",O
39,any,O
39,hint,O
39,of,O
39,the,O
39,frailty,O
39,which,O
39,had,O
39,so,O
39,nearly,O
39,marred,O
39,that,B-PER
39,unhappy,I-PER
39,being,I-PER
39,'s,I-PER
39,life,I-PER
39,",",O
39,and,O
39,had,O
39,disarranged,O
39,his,O
39,own,O
39,plans,O
39,for,O
39,a,O
39,whole,O
39,winter,O
39,.,O
40,How,O
40,this,O
40,miracle,O
40,of,O
40,fire,O
40,and,O
40,ice,O
40,was,O
40,to,O
40,be,O
40,created,O
40,",",O
40,and,O
40,to,O
40,sustain,O
40,itself,O
40,in,O
40,a,B-LOC
40,harsh,I-LOC
40,world,I-LOC
40,",",O
40,he,O
40,had,O
40,never,O
40,taken,O
40,the,O
40,time,O
40,to,O
40,think,O
40,out,O
40,;,O
40,but,O
40,he,O
40,was,O
40,content,O
40,to,O
40,hold,O
40,his,O
40,view,O
40,without,O
40,analysing,O
40,it,O
40,",",O
40,since,O
40,he,O
40,knew,O
40,it,O
40,was,O
40,that,O
40,of,O
40,all,B-PER
40,the,I-PER
40,carefully-brushed,I-PER
40,",",I-PER
40,white-waistcoated,I-PER
40,",",I-PER
40,button-hole-flowered,I-PER
40,gentlemen,I-PER
40,who,I-PER
40,succeeded,I-PER
40,each,I-PER
40,other,I-PER
40,in,I-PER
40,the,I-PER
40,club,I-PER
40,box,I-PER
40,",",O
40,exchanged,O
40,friendly,O
40,greetings,O
40,with,O
40,him,O
40,",",O
40,and,O
40,turned,O
40,their,O
40,opera-glasses,O
40,critically,O
40,on,O
40,the,B-PER
40,circle,I-PER
40,of,I-PER
40,ladies,I-PER
40,who,I-PER
40,were,I-PER
40,the,I-PER
40,product,I-PER
40,of,I-PER
40,the,I-PER
40,system,I-PER
40,.,O
41,In,O
41,matters,O
41,intellectual,O
41,and,O
41,artistic,O
41,Newland,B-PER
41,Archer,I-PER
41,felt,O
41,himself,O
41,distinctly,O
41,the,B-PER
41,superior,I-PER
41,of,I-PER
41,these,I-PER
41,chosen,I-PER
41,specimens,I-PER
41,of,I-PER
41,old,I-PER
41,New,I-PER
41,York,I-PER
41,gentility,I-PER
41,;,O
41,he,O
41,had,O
41,probably,O
41,read,O
41,more,O
41,",",O
41,thought,O
41,more,O
41,",",O
41,and,O
41,even,O
41,seen,O
41,a,O
41,good,O
41,deal,O
41,more,O
41,of,O
41,the,B-LOC
41,world,I-LOC
41,",",O
41,than,O
41,any,B-PER
41,other,I-PER
41,man,I-PER
41,of,I-PER
41,the,I-PER
41,number,I-PER
41,.,O
42,Singly,O
42,they,O
42,betrayed,O
42,their,O
42,inferiority,O
42,;,O
42,but,O
42,grouped,O
42,together,O
42,they,O
42,represented,O
42,"""",O
42,New,B-GPE
42,York,I-GPE
42,",",O
42,"""",O
42,and,O
42,the,O
42,habit,O
42,of,O
42,masculine,O
42,solidarity,O
42,made,O
42,him,O
42,accept,O
42,their,O
42,doctrine,O
42,on,O
42,all,O
42,the,O
42,issues,O
42,called,O
42,moral,O
42,.,O
43,He,O
43,instinctively,O
43,felt,O
43,that,O
43,in,O
43,this,O
43,respect,O
43,it,O
43,would,O
43,be,O
43,troublesome,O
43,--,O
43,and,O
43,also,O
43,rather,O
43,bad,O
43,form,O
43,--,O
43,to,O
43,strike,O
43,out,O
43,for,O
43,himself,O
43,.,O
44,"""",O
44,Well,O
44,--,O
44,upon,O
44,my,O
44,soul,O
44,!,O
44,"""",O
45,exclaimed,O
45,Lawrence,B-PER
45,Lefferts,I-PER
45,",",O
45,turning,O
45,his,O
45,opera-glass,O
45,abruptly,O
45,away,O
45,from,O
45,the,O
45,stage,O
45,.,O
46,Lawrence,B-PER
46,Lefferts,I-PER
46,was,O
46,",",O
46,on,O
46,the,O
46,whole,O
46,",",O
46,the,O
46,foremost,O
46,authority,O
46,on,O
46,"""",O
46,form,O
46,"""",O
46,in,O
46,New,B-GPE
46,York,I-GPE
46,.,O
47,He,O
47,had,O
47,probably,O
47,devoted,O
47,more,O
47,time,O
47,than,O
47,any,B-PER
47,one,I-PER
47,else,I-PER
47,to,O
47,the,O
47,study,O
47,of,O
47,this,O
47,intricate,O
47,and,O
47,fascinating,O
47,question,O
47,;,O
47,but,O
47,study,O
47,alone,O
47,could,O
47,not,O
47,account,O
47,for,O
47,his,O
47,complete,O
47,and,O
47,easy,O
47,competence,O
47,.,O
48,One,O
48,had,O
48,only,O
48,to,O
48,look,O
48,at,O
48,him,O
48,",",O
48,from,O
48,the,O
48,slant,O
48,of,O
48,his,O
